CountryCode,Year,adolescent_fertility_rate,birth_rate_per_1000_people,CO2_emissions_kt,CO2_emissions_metric_tons_per_capita,hospital_beds_per_1000_people,total_population,GDP,GDP_per_capita,land_area_sq_km,population_density_people_per_sq_km_of_land_area,GDP_growth_annual,GDP_per_capita_growth_annual,adult_literacy_rate,unemployment_rate,gini_index,income_share_held_by_highest_20_percent,income_share_held_by_lowest_20_percent,tax_revenue_percent_of_GDP,health_expenditure_per_capita
GBR,1960,84.7406,17.5,584299.78,11.1507591603053,10.6999998092651,52400000,25831456768,492.96673221374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,1960,84.9872,23.7,2890696.1,15.9997791565885,9.19999980926514,180671000,543300000000,3007.12344537862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
URY,1960,62.5858,22.075,4319.726,1.7015832424386002,5.5118203163147,2538651,14500,0.00571169491198278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UZB,1960,36.704,46.977,NA,NA,NA,8789492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VUT,1960,107.8976,48.783,NA,NA,5.43076944351196,63701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,1960,137.213,46.461,57069.521,7.00510700768212,NA,8146845,28831870,3.53902277507428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VNM,1960,19.0252,42.319,7491.681,0.21563137898281695,NA,34743000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIR,1960,152.158,35,NA,NA,NA,32000,24200000,756.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WBG,1960,111.4304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YEM,1960,155.2144,49.778,3633.997,0.703402679397349,0.454545468091965,5166311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZMB,1960,179.5758,49.279,NA,NA,2.8016555309295694,3049586,499100,0.163661559306739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZWE,1960,168.8736,48.183,NA,NA,3.87664604187012,3752390,1052990400,280.618592417099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARB,1961,134.16441913597902,47.4553181402273,65151.0958106249,0.6855008818152378,NA,95041593,NA,NA,13624031,6.97602589130926,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSS,1961,162.92827259900102,39.74479295899821,8804.467,2.06148804194311,NA,4270928,NA,NA,404800,10.5507114624506,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEB,1961,46.0544247779377,18.107941246603104,492615.811930309,5.34075459654224,NA,92237118,NA,NA,1105986,83.3980882217316,NA,NA,NA,NA,NA,NA,NA,NA,NA
EAS,1961,64.9105324961057,24.540707702355498,1042288.04291797,0.996652026348165,NA,1045789318,NA,NA,24402250,42.856266041041295,6.780615176027111,6.44224602530434,NA,NA,NA,NA,NA,NA,NA
EAP,1961,74.162764785498,24.596962667838696,624031.797082772,0.696631449829682,NA,895784704,NA,NA,15928610,56.237468555008896,-12.6003397077824,-12.5312337686957,NA,NA,NA,NA,NA,NA,NA
EMU,1961,28.377709742126104,19.017361617195,1190486.9006999,4.44501270303732,NA,267825309,NA,NA,2645872,101.223834335145,6.66182053234938,5.69454419849278,NA,NA,NA,NA,NA,NA,NA
ECS,1961,42.715467893058296,21.813653114980003,NA,NA,NA,675181708,NA,NA,27358481,24.6790641629555,5.35169126603543,4.151367987120509,NA,NA,NA,NA,NA,NA,NA
ECA,1961,62.7460270352399,29.5761370072168,NA,NA,NA,158242146,NA,NA,6249254,25.3217657659618,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUU,1961,39.966197619022005,18.5340943838372,2446230.5364823,5.9229758840514695,NA,413007006,NA,NA,4210992,98.0783164631992,5.43934871039598,4.543628809988849,NA,NA,NA,NA,NA,NA,NA
FCS,1961,141.393154212855,46.39647718481171,32574.3662205769,0.264562980807005,NA,123125186,NA,NA,14414078,8.54200913856578,NA,NA,NA,NA,NA,NA,NA,NA,NA
HPC,1961,152.44043692390198,48.1700553644822,20522.2608596829,0.123377215912679,NA,166337526,NA,NA,19855481,8.37741105340132,0.134433960010341,-2.18104582446222,NA,NA,NA,NA,NA,NA,NA
HIC,1961,45.336816511607296,21.902926440088603,6975252.56155742,7.573803372659,NA,920970907,NA,NA,55023541.4,16.7377613938895,4.63196634435124,3.11260766746572,NA,NA,NA,NA,NA,NA,NA
NOC,1961,49.993529140647794,25.841501010472804,NA,NA,NA,189656817,NA,NA,23412430.4,8.10068898272091,NA,NA,NA,NA,NA,NA,NA,NA,NA
OEC,1961,44.3775746772737,20.883747008365397,5784145.13499203,7.90924886322377,NA,731314090,NA,NA,31611111,23.1347164609305,4.6225287145588,3.1356483359961405,NA,NA,NA,NA,NA,NA,NA
LCN,1961,107.336613378898,41.3464666962562,300700.182421522,1.32604703089307,NA,226764342,NA,NA,20071164.4,11.2980162725387,6.271844907765599,3.3661941661430603,NA,NA,NA,NA,NA,NA,NA
